 CEST;NCM/ST;Descricao CEST
1704614;19012000,19019090;MISTURAS E PREPARACOES PARA PAES COM, NO MINIMO, 80% DE FARINHA DE TRIGO NA SUA COMPOSICAO FINAL, EM EMBALAGEM SUPERIOR A 50 KG
1704700;19023000;MASSAS ALIMENTICIAS TIPO INSTANTANEA
1704800;19020000;MASSAS ALIMENTICIAS, COZIDAS OU RECHEADAS (DE CARNE OU DE OUTRAS SUBSTANCIAS) OU PREPARADAS DE OUTRO MODO, EXCETO AS DESCRITAS NOS CEST 17.047.00, 17.048.01, E 17.048.02
1704801;19024000;CUSCUZ
1704802;19022000;MASSAS ALIMENTICIAS RECHEADAS (MESMO COZIDAS OU PREPARADAS DE OUTRO MODO)
1704900;19021000,19021100;MASSAS ALIMENTICIAS DO TIPO COMUM, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, EXCETO A DESCRITA NO CEST 17.049.03
1704901;19021000;MASSAS ALIMENTICIAS DO TIPO SEMOLA, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, EXCETO A DESCRITA NO CEST 17.049.04
1704902;19021000;MASSAS ALIMENTICIAS DO TIPO GRANODURO, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, EXCETO A DESCRITA NO CEST 17.049.05
1704903;19021900;MASSAS ALIMENTICIAS DO TIPO COMUM, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, QUE NAO CONTENHAM OVOS
1704904;19021900;MASSAS ALIMENTICIAS DO TIPO SEMOLA, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, QUE NAO CONTENHAM OVOS
1704905;19021900;MASSAS ALIMENTICIAS DO TIPO GRANODURO, NAO COZIDAS, NEM RECHEADAS, NEM PREPARADAS DE OUTRO MODO, QUE NAO CONTENHAM OVOS
1705000;19052000;PAES INDUSTRIALIZADOS, INCLUSIVE DE ESPECIARIAS, EXCETO PANETONES E BOLO DE FORMA
1705100;19052090;BOLO DE FORMA, INCLUSIVE DE ESPECIARIAS
1705200;19052010;PANETONES
1705300;19053100;BISCOITOS E BOLACHAS DERIVADOS DE FARINHA DE TRIGO, (EXCETO DOS TIPOS OCREAM CRACKER”, OAGUA E SAL”, OMAISENA”, OMARIA” E OUTROS DE CONSUMO POPULAR QUE NAO SEJAM ADICIONADOS DE CACAU, NEM RECHEADOS, COBERTOS OU AMANTEIGADOS, INDEPENDENTEMENTE DE SUA DENOMINACAO COMERCIAL)
1705301;19053100;BISCOITOS E BOLACHAS DERIVADOS DE FARINHA DE TRIGO DOS TIPOS OMAISENA” E OMARIA” E OUTROS DE CONSUMO POPULAR QUE NAO SEJAM ADICIONADOS DE CACAU, NEM RECHEADOS, COBERTOS OU AMANTEIGADOS, INDEPENDENTEMENTE DE SUA DENOMINACAO COMERCIAL, EXCETO O CEST 17.053.02
1705302;19053100; BISCOITOS E BOLACHAS DERIVADOS DE FARINHA DE TRIGO DOS TIPOS   CREAM CRACKER   E   AGUA E SAL   DE CONSUMO POPULAR
1705400;19053100; BISCOITOS E BOLACHAS NAO DERIVADOS DE FARINHA DE TRIGO, (EXCETO DOS TIPOS   CREAM CRACKER  ,   AGUA E SAL  ,   MAISENA   E   MARIA   E OUTROS DE CONSUMO POPULAR QUE NAO SEJAM ADICIONADOS DE CACAU, NEM RECHEADOS, COBERTOS OU AMANTEIGADOS, INDEPENDENTEMENTE DE SUA DENOMINACAO COMERCIAL)
1705401;19053100; BISCOITOS E BOLACHAS NAO DERIVADOS DE FARINHA DE TRIGO DOS TIPOS   MAISENA   E   MARIA   E OUTROS DE CONSUMO POPULAR QUE NAO SEJAM ADICIONADOS DE CACAU, NEM RECHEADOS, COBERTOS OU AMANTEIGADOS, INDEPENDENTEMENTE DE SUA DENOMINACAO COMERCIAL, EXCETO O CEST 17.054.02
1705402;19053100; BISCOITOS E BOLACHAS NAO DERIVADOS DE FARINHA DE TRIGO DOS TIPOS   CREAM CRACKER   E   AGUA E SAL   DE CONSUMO POPULAR
1705600;19059020;BISCOITOS E BOLACHAS DERIVADOS DE FARINHA DE TRIGO DOS TIPOS OCREAM CRACKER” E OAGUA E SAL”
1705601;19059020;BISCOITOS E BOLACHAS NAO DERIVADOS DE FARINHA DE TRIGO DOS TIPOS OCREAM CRACKER” E OAGUA E SAL”
1705602;19059020;OUTRAS BOLACHAS, EXCETO CASQUINHAS PARA SORVETE E OS BISCOITOS E BOLACHAS RELACIONADOS NOS CEST 17.056.00 E 17.056.01
1705700;19053200;OWAFFLES” E OWAFERS” - SEM COBERTURA
1705800;19053200;OWAFFLES” E OWAFERS” - COM COBERTURA
1705900;19054000;TORRADAS, PAO TORRADO E PRODUTOS SEMELHANTES TORRADOS
1706000;19059010;OUTROS PAES DE FORMA
1706200;19059090;OUTROS PAES E BOLOS INDUSTRIALIZADOS E PRODUTOS DE PANIFICACAO NAO ESPECIFICADOS ANTERIORMENTE, EXCETO CASQUINHAS PARA SORVETE E PAO FRANCES DE ATE 200 G
1706201;19059090; OUTROS BOLOS INDUSTRIALIZADOS E PRODUTOS DE PANIFICACAO NAO ESPECIFICADOS ANTERIORMENTE, INCLUINDO AS PIZZAS; EXCETO OS CLASSIFICADOS NOS CEST 17.062.02 E 17.062.03 ;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1706202;19059020,19059090;CASQUINHAS PARA SORVETE;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1706203;19059090;PAO FRANCES ATE 200G;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1706300;19051000;PAO DENOMINADO KNACKEBROT
1706400;19059000;DEMAIS PAES INDUSTRIALIZADOS
1706500;15079011;OLEO DE SOJA REFINADO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1706600;15080000,15081000,15089000;OLEO DE AMENDOIM REFINADO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1706700;15090000,15091000,15099010,15099090;AZEITES DE OLIVA, EM RECIPIENTES COM CAPACIDADE INFERIOR A 2 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 20 MILILITROS
1706701;15090000;AZEITES DE OLIVA, EM RECIPIENTES COM CAPACIDADE IGUAL OU SUPERIOR A 2 LITROS E INFERIOR OU IGUAL A 5 LITROS
1706702;15090000;AZEITES DE OLIVA, EM RECIPIENTES COM CAPACIDADE SUPERIOR A 5 LITROS
1706800;15100000;OUTROS OLEOS E RESPECTIVAS FRACOES, OBTIDOS EXCLUSIVAMENTE A PARTIR DE AZEITONAS, MESMO REFINADOS, MAS NAO QUIMICAMENTE MODIFICADOS, E MISTURAS DESSES OLEOS OU FRACOES COM OLEOS OU FRACOES DA POSICAO 15.09, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1706900;15121911;OLEO DE GIRASSOL OU DE ALGODAO REFINADO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1706901;15122910;OLEO DE ALGODAO REFINADO EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS;
1707000;15141000,15141100,15141910,15141990;OLEO DE CANOLA, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1707100;15151900;OLEO DE LINHACA REFINADO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1707200;15152910;OLEO DE MILHO REFINADO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1707300;15122990;OUTROS OLEOS REFINADOS, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1707400;15179010;MISTURAS DE OLEOS REFINADOS, PARA CONSUMO HUMANO, EM RECIPIENTES COM CAPACIDADE INFERIOR OU IGUAL A 5 LITROS, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 15 MILILITROS
1707500;15110000,15111000,15119000,15130000,15131100,15131900,15132110,15132120,15132910,15132920,15140000,15149100,15149910,15149990,15150000,15151100,15152100,15152990,15153000,15155000,15159010,15159021,15159022,15159090,15160000,15161000,15180000,15180010,15180090;OUTROS OLEOS VEGETAIS COMESTIVEIS NAO ESPECIFICADOS ANTERIORMENTE
1707600;16010000;ENCHIDOS (EMBUTIDOS) E PRODUTOS SEMELHANTES, DE CARNE, MIUDEZAS OU SANGUE, EXCETO SALSICHA, LINGUICA E MORTADELA
1707700;16010000;SALSICHA E LINGUICA
1707701;16010000;SALSICHA EM LATA;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1707800;16010000;MORTADELA
1707900;16020000,16021000,16022000,16023230,16023290,16023900,16024200,16029000;OUTRAS PREPARACOES E CONSERVAS DE CARNE, MIUDEZAS OU DE SANGUE, EXCETO AS DESCRITAS NOS CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06
1707901;16023100;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, DE AVES DA POSICAO 01.05  DE PERUAS E DE PERUS.
1707902;16023210;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, DE AVES DA POSICAO 01.05  DE GALOS E DE GALINHAS, COM CONTEUDO DE CARNE OU DE MIUDEZAS SUPERIOR OU IGUAL A 57 %, EM PESO, NAO COZIDAS
1707903;16023220;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, TODAS DE AVES DA POSICAO 01.05  DE GALOS E DE GALINHAS, COM CONTEUDO DE CARNE OU DE MIUDEZAS SUPERIOR OU IGUAL A 57 %, EM PESO, COZIDAS
1707904;16024100;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, DA ESPECIE SUINA  PERNAS E RESPECTIVOS PEDACOS
1707905;16024900;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, DA ESPECIE SUINA  OUTRAS, INCLUINDO AS MISTURAS
1707906;16025000;OUTRAS PREPARACOES E CONSERVAS DE CARNE, DE MIUDEZAS OU DE SANGUE, DA ESPECIE BOVINA
1707907;16024900;APRESUNTADO;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1708000;16040000,16041100,16041200,16041310,16041390,16041410,16041420,16041430,16041500,16041600,16041700,16041800,16041900,16042020,16042030,16042090,16043100,16043200;PREPARACOES E CONSERVAS DE PEIXES, CAVIAR E SEUS SUCEDANEOS PREPARADOS A PARTIR DE OVAS DE PEIXE, EXCETO OS DESCRITOS NOS CEST 17.080.01 E 17.081.00
1708001;16042010;OUTRAS PREPARACOES E CONSERVAS DE ATUNS
1708100;16040000;SARDINHA EM CONSERVA
1708200;16050000,16051000,16052100,16052900,16053000,16054000,16055100,16055200,16055300,16055400,16055500,16055600,16055700,16055800,16055900,16056100,16056200,16056300,16056900;CRUSTACEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUATICOS, PREPARADOS OU EM CONSERVAS
1708300;02102000,02109900,15020000,15021011,15021012,15021090;CARNE DE GADO BOVINO, OVINO E BUFALINO E PRODUTOS COMESTIVEIS RESULTANTES DA MATANCA DESSE GADO SUBMETIDOS A SALGA, SECAGEM OU DESIDRATACAO
1708400;02010000,02011000,02012010,02012020,02012090,02013000,20100000,20200000,20400000,20600000;CARNE DE GADO BOVINO, OVINO E BUFALINO E DEMAIS PRODUTOS COMESTIVEIS RESULTANTES DA MATANCA DESSE GADO FRESCOS, REFRIGERADOS OU CONGELADOS
1708500;02040000,02041000,02042100,02042200,02042300,02043000,02044100,02044200,02044300,02045000,20400000;CARNES DE ANIMAIS DAS ESPECIES CAPRINA, FRESCAS, REFRIGERADAS OU CONGELADAS
1708600;02109900,02109911,02109919,02109920,02109930,02109940,02109990,15021019,15029000;CARNES E DEMAIS PRODUTOS COMESTIVEIS FRESCOS, RESFRIADOS, CONGELADOS, SALGADOS OU SALMOURADOS RESULTANTES DO ABATE DE CAPRINOS
1708700;02070000,02071100,02071200,02071300,02071400,02072400,02072500,02072600,02072700,02074100,02074200,02074300,02074400,02074500,02075100,02075200,02075300,02075400,02075500,02076000,02109900,15010000,15011000,15012000,15019000,20700000,20900000;CARNES E DEMAIS PRODUTOS COMESTIVEIS FRESCOS, RESFRIADOS, CONGELADOS, SALGADOS, EM SALMOURA, SIMPLESMENTE TEMPERADOS, SECOS OU DEFUMADOS, RESULTANTES DO ABATE DE AVES
1708701;02030000,02031100,02031200,02031900,02032100,02032200,02032900,02101000,02101100,02101200,02101900,02109900,15010000,20300000,20600000,20900000;CARNES E DEMAIS PRODUTOS COMESTIVEIS FRESCOS, RESFRIADOS, CONGELADOS, SALGADOS, EM SALMOURA, SIMPLESMENTE TEMPERADOS, SECOS OU DEFUMADOS, RESULTANTES DO ABATE DE SUINOS
1708702;02071000,02072000;CARNES DE AVES INTEIRAS E COM PESO UNITARIO SUPERIOR A 3 KG, TEMPERADAS;FABRICADOS EM ESCALA INDUSTRIAL NAO RELEVANTE
1708800;07100000,07101000,07102100,07102200,07102900,07103000,07104000,07108000,07109000,71000000;PRODUTOS HORTICOLAS, COZIDOS EM AGUA OU VAPOR, CONGELADOS, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1708801;07100000,71000000;PRODUTOS HORTICOLAS, COZIDOS EM AGUA OU VAPOR, CONGELADOS, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1708900;08110000,08111000,08112000,08119000,81100000,81101010,81101020,81102000,81109000;FRUTAS, NAO COZIDAS OU COZIDAS EM AGUA OU VAPOR, CONGELADAS, MESMO ADICIONADAS DE ACUCAR OU DE OUTROS EDULCORANTES, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1708901;08110000,81100000;FRUTAS, NAO COZIDAS OU COZIDAS EM AGUA OU VAPOR, CONGELADAS, MESMO ADICIONADAS DE ACUCAR OU DE OUTROS EDULCORANTES, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709000;20010000,20011000,20019000;PRODUTOS HORTICOLAS, FRUTAS E OUTRAS PARTES COMESTIVEIS DE PLANTAS, PREPARADOS OU CONSERVADOS EM VINAGRE OU EM ACIDO ACETICO, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1709001;20010000;PRODUTOS HORTICOLAS, FRUTAS E OUTRAS PARTES COMESTIVEIS DE PLANTAS, PREPARADOS OU CONSERVADOS EM VINAGRE OU EM ACIDO ACETICO, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709100;20040000,20041000,20049000;OUTROS PRODUTOS HORTICOLAS PREPARADOS OU CONSERVADOS, EXCETO EM VINAGRE OU EM ACIDO ACETICO, CONGELADOS, COM EXCECAO DOS PRODUTOS DA POSICAO 20.06, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1709101;20040000;OUTROS PRODUTOS HORTICOLAS PREPARADOS OU CONSERVADOS, EXCETO EM VINAGRE OU EM ACIDO ACETICO, CONGELADOS, COM EXCECAO DOS PRODUTOS DA POSICAO 20.06, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709200;20050000,20051000,20054000,20055100,20055900,20056000,20057000,20058000,20059100,20059900;OUTROS PRODUTOS HORTICOLAS PREPARADOS OU CONSERVADOS, EXCETO EM VINAGRE OU EM ACIDO ACETICO, NAO CONGELADOS, COM EXCECAO DOS PRODUTOS DA POSICAO 20.06, EXCLUIDOS BATATA, INHAME E MANDIOCA FRITOS, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1709201;20050000;OUTROS PRODUTOS HORTICOLAS PREPARADOS OU CONSERVADOS, EXCETO EM VINAGRE OU EM ACIDO ACETICO, NAO CONGELADOS, COM EXCECAO DOS PRODUTOS DA POSICAO 20.06, EXCLUIDOS BATATA, INHAME E MANDIOCA FRITOS, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709300;20060000;PRODUTOS HORTICOLAS, FRUTAS, CASCAS DE FRUTAS E OUTRAS PARTES DE PLANTAS, CONSERVADOS COM ACUCAR (PASSADOS POR CALDA, GLACEADOS OU CRISTALIZADOS), EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1709301;20060000;PRODUTOS HORTICOLAS, FRUTAS, CASCAS DE FRUTAS E OUTRAS PARTES DE PLANTAS, CONSERVADOS COM ACUCAR (PASSADOS POR CALDA, GLACEADOS OU CRISTALIZADOS), EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709400;20070000,20071000,20079100,20079910,20079921,20079922,20079923,20079924,20079925,20079926,20079927,20079929,20079990;DOCES, GELEIAS, OMARMELADES”, PURES E PASTAS DE FRUTAS, OBTIDOS POR COZIMENTO, COM OU SEM ADICAO DE ACUCAR OU DE OUTROS EDULCORANTES, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG, EXCETO AS EMBALAGENS INDIVIDUAIS DE CONTEUDO INFERIOR OU IGUAL A 10 G
1709401;20070000;DOCES, GELEIAS, OMARMELADES”, PURES E PASTAS DE FRUTAS, OBTIDOS POR COZIMENTO, COM OU SEM ADICAO DE ACUCAR OU DE OUTROS EDULCORANTES, EM EMBALAGENS DE CONTEUDO SUPERIOR A 1 KG
1709500;20080000,20082010,20082090,20083000,20084010,20084090,20085000,20086010,20086090,20087010,20087020,20087090,20088000,20089100,20089300,20089710,20089790,20089900;FRUTAS E OUTRAS PARTES COMESTIVEIS DE PLANTAS, PREPARADAS OU CONSERVADAS DE OUTRO MODO, COM OU SEM ADICAO DE ACUCAR OU DE OUTROS EDULCORANTES OU DE ALCOOL, NAO ESPECIFICADAS NEM COMPREENDIDAS EM OUTRAS POSICOES, EXCLUIDOS OS AMENDOINS E CASTANHAS TIPO APERITIVO, DA POSICAO 2008.1, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 1 KG
1709501;20080000;FRUTAS E OUTRAS PARTES COMESTIVEIS DE PLANTAS, PREPARADAS OU CONSERVADAS DE OUTRO MODO, COM OU SEM ADICAO DE ACUCAR OU DE OUTROS EDULCORANTES OU DE ALCOOL, NAO ESPECIFICADAS NEM COMPREENDIDAS EM OUTRAS POSICOES, EXCLUIDOS OS AMENDOINS E CASTANHAS TIPO APERITIVO, DA POSICAO 2008.1, EM EMBALAGENS SUPERIOR A 1 KG
1709600;09010000,09011110,09011190,09011200,09012100,09012200,09019000,90100000;CAFE TORRADO E MOIDO, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO OS CLASSIFICADOS NO CEST 17.096.04
1709601;09010000,90100000;CAFE TORRADO E MOIDO, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG
1709602;09010000,90100000;CAFE TORRADO EM GRAO, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG
1709603;09010000,90100000;CAFE TORRADO EM GRAO, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG
1709604;09010000,90100000;CAFE TORRADO E MOIDO, EM CAPSULAS
1709605;90100000,90101010,90101020,90101090,90105010,90105020,90105090,90106000,90109010,90109090;CAFE DESCAFEINADO TORRADO E MOIDO, EM CAPSULAS;
1709700;09020000,09021000,09022000,09023000,09024000,12119090,21069090,90200000,90200010,90200090;CHA, MESMO AROMATIZADO
1709800;09030000,09030010,09030090;MATE
1709900;17011000,17011200,17011300,17011400,17019900;ACUCAR REFINADO, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1709901;17011000,17019900;ACUCAR REFINADO, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1709902;17011000,17019900;ACUCAR REFINADO, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710000;17019100;ACUCAR REFINADO ADICIONADO DE AROMATIZANTE OU DE CORANTE EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710001;17019100;ACUCAR REFINADO ADICIONADO DE AROMATIZANTE OU DE CORANTE EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710002;17019100;ACUCAR REFINADO ADICIONADO DE AROMATIZANTE OU DE CORANTE EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710100;17011000,17019900;ACUCAR CRISTAL, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710101;17011000,17019900;ACUCAR CRISTAL, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710102;17011000,17019900;ACUCAR CRISTAL, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710200;17019100;ACUCAR CRISTAL ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710201;17019100;ACUCAR CRISTAL ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710202;17019100;ACUCAR CRISTAL ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710300;17011000,17019900;OUTROS TIPOS DE ACUCAR, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710301;17011000,17019900;OUTROS TIPOS DE ACUCAR, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710302;17011000,17019900;OUTROS TIPOS DE ACUCAR, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710400;17019100;OUTROS TIPOS DE ACUCAR ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710401;17019100;OUTROS TIPOS DE ACUCAR ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710402;17019100;OUTROS TIPOS DE ACUCAR ADICIONADO DE AROMATIZANTE OU DE CORANTE, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710500;17020000,17021100,17021900,17022000,17023011,17023019,17023020,17024010,17024020,17025000,17026010,17026020,17029000;OUTROS ACUCARES EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 2 KG, EXCETO AS EMBALAGENS CONTENDO ENVELOPES INDIVIDUALIZADOS (SACHES) DE CONTEUDO INFERIOR OU IGUAL A 10 G
1710501;17020000;OUTROS ACUCARES, EM EMBALAGENS DE CONTEUDO SUPERIOR A 2 KG E INFERIOR OU IGUAL A 5 KG
1710502;17020000;OUTROS ACUCARES, EM EMBALAGENS DE CONTEUDO SUPERIOR A 5 KG
1710600;20081900;MILHO PARA PIPOCA (MICRO-ONDAS)
1710700;21011000,21011110,21011190,21011200;EXTRATOS, ESSENCIAS E CONCENTRADOS DE CAFE E PREPARACOES A BASE DESTES EXTRATOS, ESSENCIAS OU CONCENTRADOS OU A BASE DE CAFE, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 500 G, EXCETO OS CLASSIFICADOS NO CEST 17.107.01
1710701;21011000;EXTRATOS, ESSENCIAS E CONCENTRADOS DE CAFE E PREPARACOES A BASE DESTES EXTRATOS, ESSENCIAS OU CONCENTRADOS OU A BASE DE CAFE, EM CAPSULAS
1710800;21012000,21012010,21012020;EXTRATOS, ESSENCIAS E CONCENTRADOS DE CHA OU DE MATE E PREPARACOES A BASE DESTES EXTRATOS, ESSENCIAS OU CONCENTRADOS OU A BASE DE CHA OU DE MATE, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 500 G, EXCETO AS BEBIDAS PRONTAS A BASE DE MATE OU CHA E OS ITENS CLASSIFICADOS NO CEST 17.108.01
1710801;21012000;EXTRATOS, ESSENCIAS E CONCENTRADOS DE CHA OU DE MATE E PREPARACOES A BASE DESTES EXTRATOS, ESSENCIAS OU CONCENTRADOS OU A BASE DE CHA OU DE MATE, EM CAPSULAS
1710900;19019090,21011190,21011200;PREPARACOES EM PO PARA CAPPUCCINO E SIMILARES, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 500 G
1711000;22021000;REFRESCOS E OUTRAS BEBIDAS PRONTAS PARA BEBER A BASE DE CHA E MATE
1711100;22021000;REFRESCOS E OUTRAS BEBIDAS NAO ALCOOLICAS, EXCETO OS REFRIGERANTES E AS DEMAIS BEBIDAS NOS CEST 03.007.00 E 17.110.00
1711200;22029900;NECTARES DE FRUTAS E OUTRAS BEBIDAS NAO ALCOOLICAS PRONTAS PARA BEBER, EXCETO ISOTONICOS E ENERGETICOS
1711300;21012000,22029900;BEBIDAS PRONTAS A BASE DE MATE OU CHA
1711400;22029900;BEBIDAS PRONTAS A BASE DE CAFE
1711500;22029900;BEBIDAS ALIMENTARES PRONTAS A BASE DE SOJA, LEITE OU CACAU, INCLUSIVE OS PRODUTOS DENOMINADOS BEBIDAS LACTEAS
1900100;32131000;TINTA GUACHE
1900200;39162000;ESPIRAL - PERFIL PARA ENCADERNACAO, DE PLASTICO E OUTROS MATERIAIS CLASSIFICADOS NAS POSICOES 3901 A 3914
1900300;39161000,39169000;OUTROS ESPIRAIS - PERFIL PARA ENCADERNACAO, DE PLASTICO E OUTROS MATERIAIS CLASSIFICADOS NAS POSICOES 3901 A 3914
